SAR_pct,beta_family,seed,R_AR,U_AR,R_peak,U_peak,R_day,U_day,R_inactive_AR,U_inactive_AR,R_employed_AR,U_employed_AR,R_student_AR,U_student_AR
15,0.0161,0,0.6646042412481996,0.6852547388700811,3525,4062,114,85,0.16787805019416913,0.21391062423926274,0.9951447067783702,0.9995511913828745,0.9949941212099619,0.9979157017137563
15,0.0161,1,0.6644977237677548,0.6854585114413667,3575,4130,101,87,0.16785486582043702,0.21366718831507564,0.996953541507997,0.9999863997388749,0.9922506858588378,0.9985035807175687
15,0.0161,2,0.6646459220014171,0.6854214618829512,3398,4282,99,90,0.1682490001738828,0.2133657914565583,0.9971439451637472,0.9991839843324992,0.9919656536145651,0.9998752983931307
15,0.0161,3,0.6642198520796381,0.687102585596058,3388,4205,98,85,0.16938503448675593,0.21821132556656814,0.9946550973778696,0.9991839843324992,0.9918409520076958,0.9988955000534435
15,0.0161,4,0.6642430080536478,0.6863199136745288,3407,4146,116,94,0.16885179389091753,0.2151625804207964,0.9943558916331193,0.9999455989555,0.9931414116221897,0.9995724516335911
15,0.0161,5,0.6622562254836125,0.6861300346876491,3562,4317,109,95,0.16690430649742075,0.2157885585115632,0.9938934827548689,0.9986399738874986,0.9890975166565718,0.999590266148858
15,0.0161,6,0.6656925720266571,0.6849027680651332,3415,4230,102,81,0.1692227438706312,0.21308757897177302,0.996926340985747,0.9986399738874986,0.9947803470267574,0.9990202016603128
15,0.0161,7,0.6648543257675048,0.6858660565839381,3199,4233,99,85,0.16940821886048804,0.21422361328464615,0.996926340985747,0.9995375911217496,0.9912708875191506,0.9998040403320626
15,0.0161,8,0.6640068171187485,0.6864958990770029,3310,4257,103,82,0.16684634556309047,0.21570741320350084,0.9971847459471221,0.9995647916439996,0.9916093633092243,0.9999109274236648
15,0.0161,9,0.6642707952224595,0.6862921265057171,3444,4293,99,88,0.16695067524488494,0.2149886976178056,0.9976199543031227,0.9999455989555,0.991894395553497,0.9997327822709944
15,0.0161,10,0.6655351114033909,0.6862921265057171,3372,4278,97,81,0.1703587781835043,0.21555671477424215,0.9971031443803721,0.9995919921662496,0.9921972423130366,0.9993230484198525
15,0.0161,11,0.6654517498969559,0.6871905782972949,3462,4235,101,84,0.16870109546165885,0.21748101779400683,0.9971983462082472,0.9995919921662496,0.9942993551145474,0.9998218548473295
15,0.0161,12,0.6636455839241966,0.685782695077503,3344,4424,114,94,0.16866631890106068,0.21475685388048454,0.9954167120008705,0.9998095963442498,0.9897388392061852,0.9983076210496312
15,0.0161,13,0.6634834921061284,0.6854168306881492,3306,4269,97,86,0.16717092679533993,0.2140613226685214,0.9949271026003699,0.9987215754542487,0.9920547261909003,0.9993943064809206
15,0.0161,14,0.6633862370152876,0.6863569632329445,3515,4262,104,81,0.16609285341679708,0.2154755694661798,0.9955527146121206,0.9998503971276248,0.9925179035878434,0.9993586774503865
15,0.0161,15,0.6657388839746766,0.6867969267391294,3405,4415,103,111,0.16826059236074886,0.21665797252651714,0.9965455336742466,0.9994287890327495,0.9969359033740692,0.9997862258167955
15,0.0161,16,0.6640160795083523,0.686315282479727,3338,4106,102,83,0.16707818930041152,0.21584651944589348,0.9961647263627461,0.999007180937874,0.9926247906794456,0.9997327822709944
15,0.0161,17,0.6631037341323688,0.6873202517517494,3506,4208,110,93,0.16586100967947603,0.2175389787283371,0.997919160047873,0.9999863997388749,0.9886877828054299,0.9997149677557273
15,0.0161,18,0.6649562120531476,0.6857271207398796,3452,4216,110,92,0.17016171100678143,0.21506984292586798,0.9971983462082472,0.9987759764987488,0.9901485730573271,0.9989667581145117
15,0.0161,19,0.6643310007548848,0.6863430696485386,3365,4159,97,90,0.1684924360980699,0.21531327885005505,0.9987759764987488,0.9995511913828745,0.9882424199237538,0.9999465564541988
15,0.0161,20,0.6635992719761772,0.6861948714148763,3429,4211,119,92,0.16675360806816206,0.21464093201182402,0.9958383200957458,1.0,0.9919478390992981,0.9998218548473295
15,0.0161,21,0.6647570706766639,0.6858892125579479,3425,4159,114,92,0.16731003303773256,0.2149191444966093,0.9971711456859972,0.9991839843324992,0.9938005486870702,0.9992874193893184
15,0.0161,22,2.315597400970315e-05,0.6871257415700677,0,4238,0,120,5.79609343302614e-05,0.21699414594563265,0.0,0.9999591992166249,0.0,0.9998396693625966
15,0.0161,23,0.6637196830410277,0.6877416904787266,3552,4360,103,85,0.16780849707297282,0.21864023648061207,0.9968039386356218,1.0,0.9895250650229808,0.9996258951793922
15,0.0161,24,0.6637382078202355,0.6862921265057171,3439,4219,112,79,0.16493363473019185,0.21552193821364402,0.997987161353498,0.9998367968664998,0.9924644600420423,0.9990558306908469
15,0.0161,25,0.6620941336655444,0.6856298656490387,3408,4234,103,83,0.16632469715411813,0.21480322262794876,0.9940838864106191,0.9987351757153737,0.9891153311718388,0.9990558306908469
15,0.0161,26,0.6629879542623202,0.6863662256225483,3446,4127,110,97,0.1659421549875384,0.21562626789543848,0.9953487106952453,0.9998095963442498,0.991484661702355,0.9992161613282503
15,0.0161,27,0.664307844780875,0.6855603977270096,3370,4286,120,93,0.16703182055294732,0.2132382774010317,0.9972391469916222,1.0,0.9924110164962411,0.999536822603057
15,0.0161,28,0.6634788609113265,0.6873434077257592,3354,4228,109,95,0.16526980814930736,0.21750420216773894,0.9966543357632467,0.9999455989555,0.9926960487405138,0.9999109274236648
15,0.0161,29,3.241836361367323e-05,0.6864125375705679,1,4361,2,110,8.114530806236596e-05,0.21592766475395583,0.0,0.9995375911217496,0.0,0.9992874193893184
15,0.0161,30,0.6650442047543845,0.6863523320381425,3369,4261,106,89,0.16702022836608127,0.21672752564771344,0.9966815362854967,0.9991839843324992,0.9959917340649161,0.9982898065343642
15,0.0161,31,0.665183140598443,0.686046673181214,3511,4362,95,88,0.16692749087115286,0.21515098823393033,0.9974975519529975,0.9990207811989991,0.9955998147290412,0.9997505967862614
