SAR_pct,beta_family,R_AR_pct,U_AR_pct,diff_AR_pp,R_peak_day,U_peak_day,R_peak_inc,U_peak_inc,R_employed_AR_pct,R_student_AR_pct,R_inactive_AR_pct,U_employed_AR_pct,U_student_AR_pct,U_inactive_AR_pct,diff_employed_pp,diff_student_pp,diff_inactive_pp
15.0,0.01612054345947367,69.22848925794366,71.1034747854599,1.8749855275162304,90.0,78.2,4361.8,4904.6,99.94641497116746,99.9116400042755,23.080044050310093,99.99455989555,99.97577225923683,27.690488610676407,0.0481449243825427,0.06413225496133546,4.6104445603663144
20.0,0.022067231457071457,70.84607297836769,73.25040407174647,2.4043310933787865,77.0,70.8,4830.0,5602.2,99.98367968664998,99.86888516763459,27.125021735350373,99.99945598955499,99.97826629137421,33.05859850460789,0.015776302905012862,0.10938112373961584,5.93357676925752
25.0,0.02835834213692645,72.3135133633126,75.21180769426704,2.8982943309544424,76.2,65.2,5164.8,6235.2,99.98694374931999,99.91840952007695,30.76311366139222,99.99891197910999,99.99073645206113,37.96047064278677,0.01196822979000478,0.07232693198417905,7.197356981394543
30.0,0.03503890488018235,73.68629212650572,77.05483797764985,3.368545851144134,72.8,62.2,5395.8,6780.4,99.97388749863998,99.95688887305377,34.18535906798818,99.99918398433249,99.98931129083978,42.57439285921289,0.025296485692516413,0.03242241778600441,8.389033791224708
