population,SAR_pct,beta_family,R_AR_mean,R_AR_sd,U_AR_mean,U_AR_sd,overall_UminusR_pp,overall_p,R_inactive_mean,R_inactive_sd,U_inactive_mean,U_inactive_sd,inactive_UminusR_pp,inactive_p,R_employed_mean,R_employed_sd,U_employed_mean,U_employed_sd,employed_UminusR_pp,employed_p,R_student_mean,R_student_sd,U_student_mean,U_student_sd,student_UminusR_pp,student_p,R_peak_mean,R_peak_sd,U_peak_mean,U_peak_sd,peak_UminusR,peak_p,peak_drop_pct,R_day_mean,R_day_sd,U_day_mean,U_day_sd,day_RminusU,day_p,R_multi_peak,U_multi_peak
S3,20,0.0221,70.11244905520564,0.09603057721745836,72.43969988884771,0.10119112461985581,2.3272508336420685,0.0625,25.24604987074412,0.2522005262789749,31.026743795138124,0.2547830818139687,5.780693924394004,0.0625,99.97959960831247,0.018918544966876363,99.99700794255249,0.002017244719589296,0.017408334240016643,0.125,99.94085054071871,0.04123571395456488,99.9864597623332,0.006737219762041302,0.045609221614483886,0.0625,4672.0,151.01158895925835,5414.2,149.76715260697185,742.1999999999998,0.0625,13.708396438993756,78.8,7.259476565152614,71.4,3.5777087639996634,7.3999999999999915,0.0625,4,4
