beta_work,R_AR_pct,U_AR_pct,diff_AR_pp,R_inactive_AR_pct,U_inactive_AR_pct,diff_inactive_pp,R_65plus_AR_pct,U_65plus_AR_pct,diff_65plus_pp
0.05,70.85515012017952,73.26114844368699,2.4059983235074855,27.110183736161826,33.08317394076393,5.972990204602102,20.23850331925166,34.48883524441762,14.250331925165959
0.1,70.84968531031322,73.25586888161277,2.4061835712995583,27.12826754767287,33.073436503796444,5.945168956123576,20.344236572118284,34.51876885938443,14.174532287266144
0.15,70.86932157627346,73.30894237404306,2.4396207977695927,27.150988233930327,33.206514809018714,6.055526575088388,20.182498491249245,34.578636089318046,14.396137598068803
