population,SAR_pct,beta_family,R_AR_mean,R_AR_sd,U_AR_mean,U_AR_sd,overall_UminusR_pp,overall_p,R_inactive_mean,R_inactive_sd,U_inactive_mean,U_inactive_sd,inactive_UminusR_pp,inactive_p,R_employed_mean,R_employed_sd,U_employed_mean,U_employed_sd,employed_UminusR_pp,employed_p,R_student_mean,R_student_sd,U_student_mean,U_student_sd,student_UminusR_pp,student_p,R_peak_mean,R_peak_sd,U_peak_mean,U_peak_sd,peak_UminusR,peak_p,peak_drop_pct,R_day_mean,R_day_sd,U_day_mean,U_day_sd,day_RminusU,day_p,R_multi_peak,U_multi_peak
S3,20,0.0221,70.16038347536126,0.07317741857320927,72.47110040755835,0.06986814901064246,2.3107169321970957,1.7763568394002505e-15,25.39839792263195,0.18323162321856798,31.10605937655773,0.17334619404555557,5.70766145392578,7.551804758280675e-10,99.97731476444348,0.02499689064100529,99.99657273419649,0.008580645454207043,0.019257969753013526,1.3634557214834073e-05,99.89410108856384,0.07121818099161029,99.9859252792674,0.007755425122837243,0.09182419070356218,2.1831692044235044e-09,4695.84,94.14217645537575,5450.9,105.08077553841665,755.0599999999995,7.553512643873762e-10,13.852024436331606,80.46,5.6612178685422485,72.42,5.628245095688607,8.039999999999992,1.6885420815843778e-09,48,44
