id,onoma,long,lat
13007,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΚΑΝΤΑ""",,
13008,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΝΕΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Δ.ΑΝΑΙΠΑΚΟΥ-Ν.ΖΑΓΟΡΙΑΝΑΚΟΥ""",,
13009,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Μ. ΠΕΤΡΑΚΗ-ΒΑΛΣΑΜΙΔΟΥ""",,
13010,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ  ΚΑΛΟΣΚΑΜΗ"" ΕΣΠΕΡΙΝΟ",,
13011,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Α. ΛΑΖΑΡΟΠΟΥΛΟΥ"" ΕΣΠΕΡΙΝΟ",,
13012,ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΕΛΛΗΝΟΓΑΛΛΙΚΗΣ ΣΧΟΛΗΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,,
13013,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΜΕΛΙΣΣΙΩΝ ""Η ΕΛΛΗΝΙΚΗ ΠΑΙΔΕΙΑ""",,
13014,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Η ΕΛΛΗΝΙΚΗ ΠΑΙΔΕΙΑ""",,
13015,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΑΜΕΡΙΚΑΝΙΚΟ ΚΟΛΛΕΓΙΟ ΕΛΛΑΔΟΣ""",,
13016,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΓΕΝΝΑΔΕΙΟΣ ΣΧΟΛΗ"" Β. ΖΩΗ""",,
13017,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΕΛΛΗΝΟΓΑΛΛΙΚΗΣ ΣΧΟΛΗΣ ""ΙΩΑΝΝΑ Δ΄ΑΡΚ""",,
13018,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΚΛΗΡΟΝΟΜΟΙ ΕΥΣΤ. ΚΟΡΟΠΟΥΛΗ"" ΕΣΠΕΡΙΝΟ",,
13019,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Α' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""",,
13020,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Β' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""",,
13021,ΙΔΙΩΤΙΚΟ ΛΥΚΕΙΟ ΚΟΛΛΕΓΙΟΥ ΨΥΧΙΚΟΥ,,
13022,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΚΟΛΛΕΓΙΟ ΑΘΗΝΩΝ""",,
13023,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΣΧΟΛΗ Ι.Μ. ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ""",,
13024,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΣΧΟΛΗ ΞΕΝΟΠΟΥΛΟΥ-ΓΕΩΡΓΑΚΟΠΟΥΛΟΥ Ο.Ε""",,
13025,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Η ΕΥΡΩΠΑΪΚΗ ΠΑΙΔΕΙΑ""",,
13026,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Α. ΤΣΟΥΜΑΝΗ-ΚΟΡΙΛΛΗ""",,
13027,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΣΥΓΧΡΟΝΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΜΑΝΕΣΗ""",,
13028,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΛΕΟΝΤΕΙΟΥ ΛΥΚΕΙΟΥ"" ΝΕΑΣ ΣΜΥΡΝΗΣ",,
13029,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΣΧΟΛΗ ΠΑΠΑΔΟΠΟΥΛΟΥ""",,
13030,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΣΧΟΛΗ ΜΩΡΑΙΤΗ""",,
13031,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΠΛΑΤΩΝ""",,
13032,ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΕΛΛΗΝΟΓΑΛΛΙΚΗΣ ΣΧΟΛΗΣ «ΑΓΙΟΣ ΙΩΣΗΦ» ΠΕΥΚΗΣ,,
13033,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΙΟΝΙΟΣ ΣΧΟΛΗ""",,
13034,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Ν. ΜΑΚΡΗ""",,
13035,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΜΠΑΧΛΙΤΖΑΝΑΚΗ""",,
13036,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""Α.ΣΙΔΕΡΗΣ""",,
13037,"ΙΔΙΩΤΙΚΟ ΣΕ-ΤΕΕ ""ΠΑΝΟΣ ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ"" Β ΑΘΗΝΑΣ",,
13038,"ΙΔΙΩΤΙΚΟ ΤΕΕ ""ΠΑΝΟΣ ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ""",,
13039,"ΙΔΙΩΤΙΚΟ ΤΕΕ ""ΑΙΚ. ΞΥΝΗ""",,
13040,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΠΕΤΣΩΝ,,
13041,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΔΡΑΠΕΤΣΩΝΑΣ,,
13042,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΑΜΑΡΟΥΣΙΟΥ,,
13043,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΑΡΓΥΡΟΥΠΟΛΗΣ ,,
13044,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΠΕΙΡΑΙΑ,,
13045,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΚΑΛΛΙΘΕΑΣ,,
13046,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΚΟΡΥΔΑΛΛΟΥ,,
13047,ΒΙΒΛΙΟΘΗΚΗ ΠΝΕΥΜΑΤΙΚΟΥ ΚΕΝΤΡΟΥ ΑΘΗΝΑΣ,,
13048,ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ ΔΡΑΠΕΤΣΩΝΑΣ,,
13049,ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ ΝΙΚΑΙΑΣ,,
13050,ΔΗΜΟΤΙΚΗ  ΒΙΒΛΙΟΘΗΚΗ ΠΟΛΙΤΙΣΤΙΚΟΥ ΟΡΓΑΝΙΣΜΟΥ ΚΑΛΛΙΘΕΑΣ,,
13051,ΒΙΒΛΙΟΘΗΚΗ ΠΝΕΥΜΑΤΙΚΟΥ ΚΕΝΤΡΟΥ ΜΟΣΧΑΤΟΥ,23.720254,37.984439
13052,ΔΗΜΟΣΙΑ ΒΙΒΛΙΟΘΗΚΗ ΑΙΓΙΝΑΣ,,
13053,ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ ΠΝΕΥΜΑΤΙΚΟΥ ΠΟΛΙΤΙΣΤΙΚΟΥ ΚΕΝΤΡΟΥ ΧΟΛΑΡΓΟΥ,,
13054,ΠΑΡΑΡΤΗΜΑ ΔΗΜΟΤΙΚΗΣ ΒΙΒΛΙΟΘΗΚΗΣ ΠΕΙΡΑΙΑ,,
13055,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΤΟΠΙΚΟ ΑΡΧΕΙΟ ΣΠΕΤΣΩΝ,,
13056,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΤΟΠΙΚΟ ΑΡΧΕΙΟ ΑΙΓΙΝΑΣ,,
13057,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΤΟΠΙΚΟ ΑΡΧΕΙΟ ΚΥΘΗΡΩΝ,,
13058,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΤΟΠΙΚΟ ΑΡΧΕΙΟ ΥΔΡΑΣ,,
13059,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΤΟΠΙΚΟ ΑΡΧΕΙΟ ΣΑΛΑΜΙΝΑΣ,,
13060,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΚΑΛΛΙΘΕΑΣ,,
13061,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΠΕΙΡΑΙΑ,,
13062,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΝΕΟΥ ΗΡΑΚΛΕΙΟΥ,,
13063,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,,
13064,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΓΙΟΣ ΠΟΛΥΚΑΡΠΟΣ-ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ""",,
13065,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΥΓΧΡΟΝΟ ΕΚΠΑΙΔΕΥΤΗΡΙΟ Π. ΜΑΝΕΣΗ""",,
13066,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΧΡΥΣΟΣΤΟΜΟΣ ΣΜΥΡΝΗΣ""",,
13067,"1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ  ΠΑΣΧΑΛΗ-ΝΟΥΤΣΗ""",,
13068,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΡΑΣΜΕΙΟΣ ΕΛΛΗΝΟΓΕΡΜΑΝΙΚΗ ΣΧΟΛΗ Π. ΒΟΣΣΟΥ""",,
13069,"2ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΙΟΝΙΟΣ ΣΧΟΛΗ""",,
13070,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΟΙ ΤΡΕΙΣ ΙΕΡΑΡΧΕΣ""",,
13071,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΙΣΡΑΗΛΙΤΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΑΘΗΝΩΝ""",,
13072,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΓΙΟΣ ΔΙΟΝΥΣΙΟΣ""",,
13073,"1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΖΗΡΙΔΗ ΛΥΚΕΙΟ Η ΑΘΗΝΑ""",,
13074,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΛΛΗΝΟΓΕΡΜΑΝΙΚΟΣ ΕΚΠΑΙΔΕΥΤΙΚΟΣ ΣΥΛΛΟΓΟΣ""",,
13075,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ Β. ΜΑΝΟΥ""",,
13076,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Δ. ΣΟΛΩΜΟΣ""",,
13077,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΙΟΝΙΟΣ ΣΧΟΛΗ""",,
13078,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΔΟΥΚΑ ΠΑΛΛΑΔΙΟ ΛΥΚΕΙΟ""",,
13079,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΓΙΟΣ ΔΙΟΝΥΣΙΟΣ Ο ΑΡΕΟΠΑΓΙΤΗΣ"" ΝΕΑΣ ΣΜΥΡΝΗΣ",,
13080,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Α' ΝΕΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΜΑΛΛΙΑΡΑ""",,
13081,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΚΑΝΤΑ""",,
13082,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΜΩΡΑΙΤΗ""",,
13083,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Η ΕΛΛΗΝΙΚΗ ΠΑΙΔΕΙΑ"" ΗΡΑΚΛΕΙΟΥ",,
13084,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΛ. ΣΑΚΕΛΛΑΡΙΟΥ-ΚΑΒΑΡΑΤΖΗ""",,
13085,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΓΕΝΝΑΔΕΙΟΣ""",,
13086,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΥΓΧΡΟΝΗ ΑΓΩΓΗ""",,
13087,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΜΙΧΑΛΟΠΟΥΛΕΙΟ""",,
13088,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΜΕΛΙΣΣΑ""",,
13089,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΠΑΛΛΑΔΙΟ""",,
13090,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Ο ΤΑΞΙΑΡΧΗΣ""",,
13091,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΓΙΑΝΝΟΠΟΥΛΟΥ""",,
13092,"2ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΜΑΡΙΑΣ ΛΑΜΠΙΡΗ""",,
13093,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Μ. ΠΕΤΡΑΚΗ""",,
13094,"1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΙΟΝΙΟΣ ΣΧΟΛΗ""",,
13095,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΠΑΙΔΑΓΩΓΙΚΗ""",,
13096,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΓΙΟΣ ΔΙΟΝΥΣΙΟΣ Ο ΑΡΕΟΠΑΓΙΤΗΣ"" ΑΜΑΡΟΥΣΙΟΥ",,
13097,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΓΕΝΝΑΔΕΙΟΣ ΣΧΟΛΗ ΒΑΣ. ΖΩΗΣ""",,
13098,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΘΝΙΚΟ ΙΔΡΥΜΑ ΠΡΟΣΤΑΣΙΑΣ ΚΩΦΑΛΑΛΩΝ""",,
13099,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Η ΕΛΛΗΝΙΚΗ ΠΑΙΔΕΙΑ"" ΑΜΑΡΟΥΣΙΟΥ",,
13100,"1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΜΑΡΙΑΣ ΛΑΜΠΙΡΗ""",,
13101,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΓΕΝ. ΑΡΜΕΝΙΚΗΣ ΕΝΩΣΗΣ ΑΓΑΘΟΕΡΓΙΑΣ""",,
13102,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Ο ΠΛΑΤΩΝ""",,
13103,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΒΑΣΙΛΙΚΗΣ ΚΑΡΑΧΑΛΙΟΥ ΚΑΤΣΙΑΡΑ""",,
13104,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Ο ΑΓΙΟΣ ΛΑΥΡΕΝΤΙΟΣ""",,
13105,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Β. ΣΤΑΥΡΑΚΗ""",,
13106,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΚΩΝΣΤΑΝΤΙΝΟΥ ΣΤΕΓΚΑ""",,
13107,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Γ. ΖΩΗ""",,
13108,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΞΕΝΟΠΟΥΛΟΥ""",,
13109,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Ο ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ""",,
13110,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΛΕΞΑΝΔΡΑ ΠΑΥΛΑΚΗ""",,
13111,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΠΑΠΑΔΟΠΟΥΛΟΥ""",,
13112,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΥΓΧΡΟΝΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ Μ. ΧΟΥΡΔΑΚΗ""",,
13113,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΓΓΕΛΙΚΗ ΜΕΛΙΑΚΗ ΛΙΒΑΝΟΥ""",,
13114,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΚΡΥΓΙΑΝΝΗ""",,
13115,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΚΑΙΣΑΡΗ""",,
13116,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Α' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""",,
13117,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΤΣΟΥΜΑΝΗ ΚΟΡΙΛΛΗ ΑΘΗΝΑ""",,
13118,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΡΜΕΝΙΚΟΣ ΚΥΑΝΟΥΣ ΣΤΑΥΡΟΣ"" ΝΙΚΑΙΑΣ",,
13119,"2ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ  ΠΑΣΧΑΛΗ-ΝΟΥΤΣΗ""",,
13120,"2ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΖΗΡΙΔΗ ΛΥΚΕΙΟ Η ΑΘΗΝΑ""",,
13121,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΛΛΗΝΟΓΕΡΜΑΝΙΚΗ ΑΓΩΓΗ""",,
13122,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ Β. ΜΑΝΤΑ""",,
13123,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΣΧΟΛΗ ΛΑΣΚΑΡΗ""",,
13124,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Γ' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""",,
13125,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Β' ΝΕΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΜΑΛΛΙΑΡΑ""",,
13126,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""Β' ΑΡΣΑΚΕΙΟ ΨΥΧΙΚΟΥ""",,
13127,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΑΡΙΣΤΟΤΕΛΗΣ ΣΙΔΕΡΗΣ""",,
13128,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Θ. ΚΑΡΓΑΚΟΥ""",,
13129,ΑΝΩΤΕΡΗ ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΣΧΟΛΗ ΑΘΗΝΑΣ,,
13130,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ Δ.Ε. Δ' ΑΘΗΝΩΝ,23.732535,37.978887
13131,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ Δ.Ε. Β' ΑΘΗΝΩΝ,,
13132,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ Δ.Ε. ΠΕΙΡΑΙΑ,,
13133,ΚΕΝΤΡΟ ΔΙΑΓΝΩΣΗΣ ΑΞΙΟΛΟΓΗΣΗΣ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΕΚΠΑΙΔΕΥΤΙΚΕΣ ΑΝΑΓΚΕΣ ΠΕΙΡΑΙΑ,,
13134,ΠΕΡΙΦΕΡΕΙΑΚΗ ΔΙΕΥΘΥΝΣΗ ΚΕΝΤΡΟ ΔΙΑΓΝΩΣΗΣ ΑΞΙΟΛΟΓΗΣΗΣ Κ ΥΠΟΣΤΗΡΙΞΗΣ Δ ΚΔΑΥ ΑΘΗΝΩΝ,,
13135,ΣΧΟΛΙΚΟ ΣΥΓΚΡΟΤΗΜΑ ΣΙΒΙΤΑΝΙΔΕΙΟΥ ΣΧΟΛΗΣ,,
13136,ΓΡΑΦΕΙΟ ΣΧΟΛΙΚΩΝ ΣΥΜΒΟΥΛΩΝ Π.Ε. 26ης ΠΕΡΙΦΕΡΕΙΑΣ ΑΘΗΝΩΝ,,
13137,ΓΡΑΦΕΙΟ ΣΧΟΛΙΚΩΝ ΣΥΜΒΟΥΛΩΝ Π.Ε. 28ης ΠΕΡΙΦΕΡΕΙΑΣ ΑΘΗΝΩΝ,,
13138,ΚΟΜΒΟΣ ΔΙΑΝΟΜΗΣ ΠΣΔ ΝΟΜΟΥ ΑΤΤΙΚΗΣ,,
13139,HELPDESK ΕΘΝΙΚΟΥ ΜΕΤΣΟΒΙΟΥ ΠΟΛΥΤΕΧΝΕΙΟΥ,,
