profamMFR	NCOMP	ORDCOM_1	POSIND_1	RELPAR_1	SESSO_1	ETAM_1	tipnu2_1	numnu2_1	rpnuc2_1	ORDCOM_2	POSIND_2	RELPAR_2	SESSO_2	ETAM_2	tipnu2_2	numnu2_2	rpnuc2_2	ORDCOM_3	POSIND_3	RELPAR_3	SESSO_3	ETAM_3	tipnu2_3	numnu2_3	rpnuc2_3	ORDCOM_4	POSIND_4	RELPAR_4	SESSO_4	ETAM_4	tipnu2_4	numnu2_4	rpnuc2_4	ORDCOM_5	POSIND_5	RELPAR_5	SESSO_5	ETAM_5	tipnu2_5	numnu2_5	rpnuc2_5	ORDCOM_6	POSIND_6	RELPAR_6	SESSO_6	ETAM_6	tipnu2_6	numnu2_6	rpnuc2_6	ORDCOM_7	POSIND_7	RELPAR_7	SESSO_7	ETAM_7	tipnu2_7	numnu2_7	rpnuc2_7
007471	01	01	1	01	1	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007472	03	01	1	01	1	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	014	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007473	05	01	1	01	1	014	1	1	2	02	1	02	2	014	1	1	1	03	1	06	1	007	1	1	3	04	1	06	1	006	1	1	3	05	1	06	2	004	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007474	04	01	1	01	1	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	013	1	1	1	04	1	12	1	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007475	04	01	1	01	1	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	014	1	1	1	04	1	12	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007476	03	01	1	01	1	011	1	1	2	02	1	03	2	012	1	1	1	03	1	06	2	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007477	03	01	1	01	1	009	1	1	2	02	1	03	2	009	1	1	1	03	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007478	02	01	1	01	1	013	2	1	2	02	1	02	2	012	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007479	05	01	1	01	2	011	1	1	1	02	1	02	1	014	1	1	2	03	1	06	1	003	1	1	3	04	1	06	2	003	1	1	3	05	1	06	1	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007480	01	01	1	01	2	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007481	04	01	1	01	2	013	1	1	1	02	1	02	1	013	1	1	2	03	1	06	1	003	1	1	3	04	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007482	04	01	1	01	2	017	2	1	1	02	1	02	1	017	2	1	2	03	1	06	1	012	2	2	2	04	1	08	2	010	2	2	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007483	03	01	1	01	2	007	1	1	3	02	1	04	1	016	1	1	2	03	1	04	2	012	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007484	03	01	1	01	2	017	4	1	1	02	1	06	1	011	4	1	3	03	1	06	1	010	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007485	04	01	1	01	2	012	1	1	1	02	1	02	1	012	1	1	2	03	1	06	2	004	1	1	3	04	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007486	01	01	1	01	2	015	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007487	03	01	1	01	2	018	1	1	1	02	1	02	1	018	1	1	2	03	1	06	1	013	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007488	05	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	1	004	1	1	3	04	1	06	2	004	1	1	3	05	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007489	01	01	1	01	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007490	03	01	1	01	2	017	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	012	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007491	03	01	1	01	2	018	0	0	0	02	1	06	2	011	2	1	1	03	1	08	1	013	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007492	03	01	1	01	2	017	1	1	1	02	1	02	1	018	1	1	2	03	1	06	1	013	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007493	04	01	1	01	2	011	1	1	1	02	1	02	1	011	1	1	2	03	1	06	1	003	1	1	3	04	1	06	1	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007494	03	01	1	01	2	009	1	1	1	02	1	02	1	010	1	1	2	03	1	06	1	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007495	06	01	1	01	2	011	1	1	1	02	1	02	1	012	1	1	2	03	1	06	1	003	1	1	3	04	1	06	2	001	1	1	3	05	1	04	1	017	2	2	2	06	1	04	2	016	2	2	1	  	 	  	 	   	 	 	 
007574	03	01	1	01	1	017	1	1	2	02	1	02	2	017	1	1	1	03	1	06	1	012	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007575	02	01	1	01	1	015	4	1	3	02	1	04	2	018	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007576	01	01	1	01	1	010	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007577	04	01	1	01	1	012	1	1	2	02	1	02	2	012	1	1	1	03	1	06	1	003	1	1	3	04	1	06	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007578	02	01	1	01	1	015	2	1	2	02	1	02	2	015	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007579	02	01	1	01	1	017	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007580	02	01	1	01	1	010	2	1	2	02	1	03	2	009	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007581	02	01	1	01	1	018	2	1	2	02	1	02	2	018	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007582	04	01	2	01	1	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	014	1	1	1	04	2	12	1	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007583	04	01	1	01	1	011	1	1	2	02	1	02	2	012	1	1	1	03	1	06	2	003	1	1	3	04	1	06	1	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007584	04	01	1	01	1	015	1	1	2	02	1	02	2	014	1	1	1	03	1	06	2	008	1	1	3	04	1	06	1	005	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007585	01	01	1	01	1	013	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007586	04	01	1	01	1	016	1	1	2	02	1	02	2	015	1	1	1	03	1	06	2	010	1	1	3	04	1	06	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007587	02	01	1	01	1	015	4	1	3	02	1	04	2	018	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007588	03	01	1	01	2	011	1	1	1	02	1	03	1	011	1	1	2	03	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007589	02	01	1	01	2	008	4	1	3	02	1	04	2	014	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007590	02	01	1	01	2	016	2	1	1	02	1	02	1	017	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007591	03	01	1	01	2	014	4	1	1	02	1	06	2	008	4	1	3	03	1	06	2	007	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007592	02	01	1	01	2	018	4	1	1	02	1	06	1	015	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007593	05	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	2	008	1	1	3	04	1	06	1	008	1	1	3	05	1	06	1	005	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007594	02	01	1	01	2	009	4	1	1	02	1	06	2	002	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007595	04	01	1	01	2	010	1	1	1	02	1	02	1	011	1	1	2	03	1	06	2	002	1	1	3	04	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007596	04	01	1	01	2	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	014	1	1	1	04	1	12	1	005	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007597	02	01	1	01	2	017	2	1	1	02	1	02	1	017	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007634	01	01	1	01	1	008	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007635	03	01	1	01	1	009	1	1	3	02	2	04	1	015	1	1	2	03	1	04	2	014	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007636	03	01	1	01	1	012	1	1	2	02	2	03	2	011	1	1	1	03	2	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007637	04	01	1	01	1	012	1	1	2	02	1	02	2	012	1	1	1	03	1	06	2	004	1	1	3	04	1	16	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007638	03	01	1	01	1	009	4	1	3	02	2	04	2	014	4	1	1	03	2	16	2	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007639	02	01	1	01	1	011	2	1	2	02	2	03	2	011	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007640	05	01	1	01	1	014	1	1	2	02	1	02	2	014	1	1	1	03	1	06	1	009	1	1	3	04	1	06	1	008	1	1	3	05	1	06	2	004	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007641	01	01	1	01	1	008	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007642	04	01	1	01	1	014	1	1	2	02	2	02	2	012	1	1	1	03	2	06	2	003	1	1	3	04	2	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007643	02	01	1	01	1	018	2	1	2	02	1	02	2	018	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007644	01	01	1	01	1	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007645	04	01	1	01	2	013	1	1	1	02	2	02	1	014	1	1	2	03	1	06	2	008	1	1	3	04	2	06	1	007	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007646	02	01	1	01	2	018	2	1	1	02	2	02	1	018	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007647	02	01	1	01	2	009	4	1	3	02	2	04	2	014	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007648	01	01	1	01	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007649	03	01	1	01	2	015	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007650	02	01	1	01	2	016	2	1	1	02	2	02	1	016	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007651	02	01	1	01	2	012	2	1	1	02	2	03	1	014	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007652	01	01	1	01	2	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007653	01	01	1	01	1	011	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007654	03	01	1	01	1	013	3	1	1	02	1	06	1	006	3	1	3	03	1	06	2	002	3	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007655	02	01	1	01	1	014	3	1	1	02	1	06	2	006	3	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007656	02	01	1	01	1	018	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007657	02	01	1	01	1	017	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007658	04	01	1	01	1	015	1	1	2	02	1	02	2	014	1	1	1	03	1	06	1	009	1	1	3	04	1	06	2	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007659	03	01	1	01	1	016	1	1	2	02	1	02	2	016	1	1	1	03	1	06	1	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007660	01	01	1	01	1	015	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007661	03	01	1	01	1	010	1	1	2	02	1	03	2	012	1	1	1	03	1	06	2	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007662	04	01	1	01	1	013	1	1	2	02	1	02	2	013	1	1	1	03	1	06	1	005	1	1	3	04	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007663	04	01	1	01	1	009	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	015	1	1	1	04	1	12	2	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007664	04	01	1	01	1	014	1	1	2	02	1	02	2	014	1	1	1	03	2	06	1	009	1	1	3	04	1	06	2	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007665	04	01	1	01	2	011	1	1	1	02	1	02	1	012	1	1	2	03	1	06	2	006	1	1	3	04	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007666	07	01	1	01	2	013	0	0	0	02	1	06	1	009	1	1	2	03	1	08	2	008	1	1	1	04	1	06	1	009	2	2	1	05	1	09	2	009	2	2	2	06	1	10	1	002	1	1	3	07	1	10	1	001	1	1	3
007667	02	01	1	01	2	015	4	1	3	02	1	04	2	018	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007668	03	01	1	01	2	009	1	1	3	02	1	04	1	016	1	1	2	03	1	04	2	015	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007669	06	01	1	01	2	011	2	1	1	02	1	02	1	011	2	1	2	03	1	04	2	017	0	0	0	04	1	12	1	012	1	2	2	05	1	15	2	011	1	2	1	06	1	11	1	002	1	2	3	  	 	  	 	   	 	 	 
007670	02	01	1	01	2	018	2	1	1	02	1	02	1	018	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007671	04	01	1	01	2	007	1	1	3	02	1	04	1	014	1	1	2	03	1	04	2	014	1	1	1	04	1	12	2	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007672	03	01	1	01	2	017	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	012	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007673	03	01	1	01	2	015	1	1	3	02	1	04	1	018	1	1	2	03	1	04	2	018	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007674	04	01	1	01	2	009	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	015	1	1	1	04	1	12	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007675	04	01	1	01	2	012	1	1	1	02	1	02	1	012	1	1	2	03	1	06	2	003	1	1	3	04	1	06	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007676	03	01	1	01	2	017	1	1	1	02	1	02	1	017	1	1	2	03	1	06	2	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007677	04	01	1	01	2	015	1	1	1	02	1	02	1	016	1	1	2	03	1	06	2	008	1	1	3	04	1	06	1	005	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007678	04	01	1	01	2	015	1	1	1	02	1	02	1	016	1	1	2	03	2	06	1	010	1	1	3	04	1	06	2	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007679	04	01	1	01	2	012	4	1	1	02	1	04	2	017	0	0	0	03	1	06	2	004	4	1	3	04	1	06	1	004	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007680	03	01	1	01	2	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	014	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007598	01	01	1	01	1	012	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007599	02	01	1	01	1	010	2	1	2	02	1	02	2	008	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007600	02	01	1	01	1	011	2	1	2	02	1	02	2	011	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007601	02	01	1	01	1	017	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007602	02	01	1	01	1	016	2	1	2	02	1	03	2	016	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007603	03	01	1	01	1	016	1	1	2	02	1	02	2	015	1	1	1	03	1	06	2	007	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007604	01	01	1	01	1	012	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007605	01	01	1	01	1	012	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007606	03	01	1	01	1	013	1	1	2	02	1	02	2	013	1	1	1	03	1	06	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007607	03	01	1	01	1	014	2	1	2	02	1	02	2	014	2	1	1	03	1	12	1	013	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007608	02	01	1	01	1	017	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007609	01	01	1	01	1	009	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007610	04	01	1	01	1	016	1	1	2	02	1	02	2	014	1	1	1	03	1	06	1	007	1	1	3	04	1	13	1	013	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007611	01	01	1	01	1	010	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007612	01	01	1	01	2	013	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007613	02	01	1	01	2	017	0	0	0	02	1	13	1	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007614	04	01	1	01	2	011	4	2	1	02	1	06	2	004	4	2	3	03	1	16	2	017	2	1	1	04	1	16	1	017	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007615	02	01	1	01	2	015	2	1	1	02	1	02	1	015	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
007616	01	01	1	01	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
