step,new_exposed
0,13
1,7
2,8
3,7
4,12
5,25
6,34
7,25
8,37
9,34
10,63
11,72
12,116
13,125
14,191
15,247
16,369
17,461
18,615
19,748
20,1031
21,1418
22,1748
23,2460
24,3068
25,3843
26,5011
27,6547
28,7799
29,9605
30,11580
31,12970
32,14484
33,15581
34,15419
35,14807
36,13362
37,11440
38,9256
39,7346
40,5626
41,4487
42,3422
43,2636
44,1977
45,1657
46,1292
47,1057
48,760
49,694
50,560
51,498
52,427
53,347
54,270
55,256
56,236
57,187
58,152
59,122
60,140
61,96
62,84
63,73
64,79
65,76
66,66
67,49
68,57
69,52
70,34
71,35
72,30
73,24
74,31
75,24
76,35
77,17
78,18
79,18
80,15
81,7
82,15
83,7
84,6
85,4
86,4
87,8
88,4
89,11
90,6
91,6
92,3
93,2
94,4
95,4
96,2
97,3
98,2
99,2
100,0
101,2
102,2
103,1
104,3
105,3
106,1
107,1
108,1
109,0
110,0
111,0
112,1
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,1
122,0
123,2
124,0
125,0
126,0
127,2
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,1
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
