step,new_exposed
0,16
1,13
2,7
3,15
4,35
5,26
6,23
7,28
8,59
9,59
10,74
11,104
12,129
13,158
14,227
15,264
16,320
17,445
18,497
19,537
20,635
21,698
22,791
23,975
24,985
25,1244
26,1377
27,1568
28,1950
29,2254
30,2692
31,3159
32,3665
33,4098
34,4680
35,5475
36,6170
37,6450
38,7359
39,8349
40,8917
41,9605
42,9787
43,10139
44,9996
45,9866
46,9285
47,8072
48,7427
49,6110
50,5330
51,4131
52,3296
53,2666
54,2148
55,1660
56,1287
57,1130
58,886
59,763
60,642
61,541
62,493
63,434
64,359
65,305
66,267
67,254
68,220
69,191
70,185
71,158
72,125
73,108
74,117
75,96
76,74
77,68
78,64
79,57
80,63
81,58
82,59
83,33
84,33
85,35
86,24
87,33
88,27
89,24
90,34
91,22
92,15
93,10
94,14
95,9
96,13
97,8
98,11
99,12
100,11
101,12
102,7
103,7
104,8
105,0
106,8
107,2
108,3
109,3
110,3
111,4
112,4
113,3
114,8
115,2
116,3
117,5
118,1
119,1
120,2
121,1
122,0
123,4
124,4
125,0
126,1
127,0
128,0
129,1
130,0
131,1
132,1
133,2
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,1
151,1
152,1
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
