step,new_exposed
0,15
1,4
2,8
3,5
4,10
5,24
6,25
7,43
8,52
9,50
10,72
11,90
12,95
13,120
14,180
15,188
16,219
17,300
18,399
19,418
20,491
21,631
22,701
23,803
24,954
25,1095
26,1232
27,1510
28,1700
29,1894
30,2216
31,2738
32,2999
33,3643
34,4215
35,4778
36,5574
37,6333
38,7169
39,7682
40,8521
41,8858
42,9216
43,9593
44,10017
45,9631
46,9540
47,8892
48,8013
49,7217
50,6001
51,5046
52,4259
53,3342
54,2765
55,2244
56,1738
57,1374
58,1187
59,971
60,782
61,683
62,591
63,484
64,429
65,355
66,296
67,278
68,247
69,228
70,182
71,172
72,126
73,153
74,122
75,103
76,111
77,82
78,74
79,51
80,64
81,62
82,58
83,47
84,36
85,41
86,42
87,47
88,31
89,29
90,31
91,25
92,30
93,23
94,31
95,11
96,22
97,15
98,10
99,16
100,8
101,10
102,9
103,9
104,4
105,8
106,6
107,7
108,6
109,4
110,7
111,7
112,2
113,2
114,4
115,8
116,2
117,2
118,0
119,0
120,5
121,0
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,3
130,0
131,0
132,2
133,1
134,0
135,0
136,1
137,0
138,2
139,2
140,1
141,1
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,1
150,0
151,0
152,0
153,0
154,1
155,1
156,0
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,0
178,0
179,0
