step,new_exposed
0,12
1,13
2,28
3,6
4,27
5,41
6,23
7,28
8,43
9,75
10,94
11,134
12,152
13,209
14,241
15,300
16,339
17,398
18,461
19,523
20,547
21,599
22,710
23,845
24,984
25,1108
26,1262
27,1416
28,1578
29,1943
30,2338
31,2760
32,3202
33,3912
34,4640
35,5105
36,5974
37,6560
38,7210
39,8029
40,8708
41,9134
42,9698
43,9743
44,9950
45,9794
46,9285
47,8693
48,7679
49,6606
50,5512
51,4562
52,3634
53,2946
54,2399
55,1876
56,1578
57,1304
58,1079
59,933
60,780
61,695
62,577
63,508
64,445
65,421
66,379
67,309
68,268
69,197
70,211
71,167
72,160
73,145
74,138
75,112
76,89
77,85
78,84
79,67
80,42
81,51
82,44
83,41
84,39
85,24
86,38
87,26
88,28
89,30
90,24
91,22
92,20
93,13
94,28
95,26
96,13
97,11
98,11
99,11
100,7
101,5
102,6
103,6
104,4
105,8
106,7
107,3
108,2
109,9
110,5
111,5
112,5
113,1
114,2
115,2
116,0
117,5
118,2
119,2
120,0
121,0
122,0
123,1
124,2
125,0
126,0
127,0
128,0
129,2
130,1
131,0
132,0
133,2
134,0
135,0
136,0
137,1
138,1
139,1
140,1
141,2
142,1
143,0
144,1
145,0
146,0
147,0
148,0
149,2
150,0
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
