step,new_exposed
0,9
1,2
2,0
3,2
4,10
5,6
6,23
7,12
8,20
9,22
10,23
11,31
12,41
13,59
14,69
15,98
16,116
17,148
18,185
19,207
20,215
21,331
22,411
23,472
24,505
25,561
26,619
27,789
28,815
29,987
30,1129
31,1437
32,1569
33,1840
34,2090
35,2687
36,2941
37,3423
38,4038
39,4727
40,5276
41,6191
42,6858
43,7535
44,8375
45,9003
46,9649
47,10186
48,10130
49,9909
50,9488
51,9171
52,8170
53,7251
54,6203
55,5131
56,4326
57,3446
58,2712
59,2146
60,1733
61,1398
62,1144
63,998
64,782
65,683
66,532
67,483
68,406
69,376
70,305
71,281
72,256
73,225
74,197
75,170
76,162
77,163
78,122
79,96
80,95
81,83
82,92
83,64
84,63
85,53
86,45
87,49
88,25
89,36
90,38
91,25
92,39
93,18
94,28
95,27
96,24
97,27
98,10
99,17
100,11
101,7
102,14
103,6
104,6
105,3
106,10
107,4
108,2
109,7
110,6
111,4
112,5
113,6
114,4
115,2
116,1
117,4
118,0
119,2
120,2
121,2
122,2
123,3
124,4
125,1
126,4
127,1
128,2
129,1
130,1
131,0
132,1
133,1
134,0
135,0
136,1
137,1
138,0
139,0
140,0
141,0
142,0
143,3
144,0
145,1
146,0
147,0
148,1
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
