step,new_exposed
0,22
1,5
2,22
3,19
4,35
5,34
6,46
7,56
8,55
9,78
10,116
11,108
12,179
13,218
14,289
15,317
16,407
17,492
18,540
19,703
20,777
21,863
22,956
23,1100
24,1319
25,1347
26,1689
27,1898
28,2310
29,2744
30,3169
31,3690
32,4346
33,4843
34,5626
35,6434
36,7001
37,7900
38,8694
39,9196
40,9703
41,10449
42,10223
43,10054
44,9499
45,8749
46,7853
47,7012
48,5821
49,4701
50,3823
51,2959
52,2386
53,1894
54,1484
55,1191
56,985
57,878
58,689
59,654
60,554
61,476
62,434
63,361
64,310
65,279
66,252
67,237
68,169
69,158
70,152
71,128
72,120
73,87
74,86
75,85
76,68
77,49
78,70
79,59
80,50
81,37
82,36
83,37
84,35
85,53
86,24
87,25
88,21
89,24
90,14
91,16
92,17
93,18
94,15
95,14
96,13
97,11
98,16
99,8
100,6
101,8
102,8
103,7
104,1
105,2
106,3
107,3
108,3
109,2
110,6
111,4
112,7
113,0
114,1
115,4
116,2
117,1
118,2
119,2
120,2
121,0
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,0
130,0
131,1
132,1
133,0
134,1
135,0
136,0
137,0
138,1
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
