step,new_exposed
0,15
1,8
2,9
3,13
4,22
5,14
6,28
7,44
8,48
9,60
10,77
11,96
12,130
13,172
14,170
15,251
16,271
17,360
18,394
19,413
20,497
21,528
22,591
23,674
24,789
25,836
26,989
27,1149
28,1338
29,1644
30,2035
31,2359
32,2641
33,3032
34,3547
35,4268
36,4808
37,5501
38,6409
39,6999
40,8087
41,8707
42,9531
43,10142
44,10413
45,10660
46,10401
47,9732
48,9086
49,7912
50,6802
51,5464
52,4629
53,3623
54,2849
55,2292
56,1770
57,1486
58,1228
59,963
60,827
61,706
62,606
63,521
64,454
65,340
66,358
67,278
68,230
69,203
70,159
71,140
72,125
73,100
74,115
75,105
76,97
77,97
78,71
79,99
80,66
81,65
82,56
83,41
84,40
85,35
86,34
87,37
88,32
89,26
90,32
91,19
92,22
93,14
94,19
95,17
96,15
97,21
98,17
99,9
100,9
101,14
102,8
103,14
104,9
105,8
106,6
107,2
108,2
109,6
110,7
111,3
112,3
113,3
114,6
115,6
116,3
117,4
118,3
119,1
120,1
121,3
122,0
123,2
124,1
125,1
126,1
127,2
128,2
129,0
130,0
131,1
132,1
133,1
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,0
155,2
156,0
157,0
158,0
159,0
160,1
161,0
162,1
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,1
177,0
178,0
179,0
