step,new_exposed
0,14
1,15
2,9
3,10
4,19
5,43
6,42
7,63
8,58
9,86
10,89
11,87
12,125
13,161
14,210
15,259
16,287
17,363
18,405
19,440
20,554
21,643
22,672
23,844
24,1042
25,1069
26,1300
27,1543
28,1967
29,2267
30,2585
31,3132
32,3528
33,4265
34,4725
35,5613
36,6221
37,7011
38,7815
39,8367
40,9095
41,9476
42,9721
43,9832
44,9841
45,9420
46,9010
47,8060
48,7393
49,6299
50,5346
51,4239
52,3509
53,2781
54,2168
55,1691
56,1367
57,1111
58,847
59,782
60,624
61,512
62,437
63,405
64,341
65,315
66,297
67,242
68,222
69,197
70,176
71,150
72,124
73,101
74,107
75,84
76,94
77,86
78,84
79,68
80,66
81,44
82,53
83,51
84,42
85,33
86,34
87,29
88,33
89,28
90,28
91,15
92,14
93,17
94,13
95,13
96,21
97,23
98,14
99,7
100,7
101,6
102,8
103,9
104,10
105,4
106,6
107,6
108,9
109,1
110,3
111,10
112,3
113,6
114,4
115,3
116,7
117,1
118,2
119,7
120,2
121,2
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,1
131,0
132,2
133,0
134,0
135,2
136,0
137,1
138,1
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
