step,new_exposed
0,15
1,10
2,8
3,17
4,14
5,32
6,47
7,44
8,63
9,66
10,101
11,141
12,150
13,155
14,208
15,285
16,299
17,428
18,433
19,453
20,533
21,686
22,737
23,791
24,907
25,1001
26,1273
27,1511
28,1759
29,2288
30,2556
31,2986
32,3434
33,4083
34,4563
35,5018
36,5938
37,6533
38,7353
39,8027
40,8547
41,9122
42,9820
43,9715
44,9816
45,9639
46,9400
47,8541
48,7597
49,6543
50,5594
51,4566
52,3642
53,3125
54,2393
55,1966
56,1499
57,1289
58,1037
59,772
60,698
61,637
62,523
63,450
64,439
65,331
66,300
67,267
68,231
69,193
70,180
71,180
72,139
73,123
74,116
75,107
76,113
77,59
78,67
79,68
80,52
81,55
82,45
83,35
84,41
85,24
86,39
87,34
88,30
89,26
90,29
91,25
92,21
93,21
94,16
95,26
96,15
97,10
98,19
99,11
100,8
101,8
102,10
103,10
104,8
105,6
106,7
107,6
108,5
109,6
110,7
111,8
112,6
113,3
114,5
115,3
116,1
117,2
118,1
119,4
120,2
121,0
122,3
123,1
124,1
125,5
126,1
127,1
128,1
129,1
130,1
131,2
132,0
133,1
134,0
135,1
136,0
137,0
138,0
139,1
140,1
141,0
142,0
143,0
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,0
152,1
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,1
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
