step,new_exposed
0,17
1,8
2,9
3,18
4,31
5,31
6,32
7,54
8,35
9,67
10,78
11,92
12,107
13,157
14,197
15,233
16,267
17,321
18,465
19,490
20,555
21,670
22,776
23,941
24,1025
25,1263
26,1510
27,1703
28,1990
29,2254
30,2636
31,3234
32,3616
33,3840
34,4576
35,5115
36,5553
37,6064
38,6602
39,7286
40,7968
41,8309
42,8839
43,9288
44,9569
45,9711
46,9320
47,8974
48,8235
49,7151
50,6098
51,5200
52,4148
53,3309
54,2600
55,1962
56,1578
57,1345
58,1087
59,1008
60,710
61,607
62,507
63,452
64,378
65,329
66,308
67,284
68,212
69,185
70,196
71,157
72,137
73,130
74,121
75,113
76,93
77,91
78,75
79,68
80,69
81,69
82,58
83,62
84,47
85,33
86,33
87,29
88,40
89,23
90,23
91,22
92,24
93,22
94,19
95,18
96,4
97,26
98,16
99,10
100,11
101,11
102,5
103,6
104,12
105,5
106,5
107,5
108,5
109,3
110,4
111,4
112,0
113,2
114,2
115,0
116,2
117,2
118,1
119,2
120,2
121,4
122,1
123,2
124,1
125,0
126,1
127,1
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,1
140,0
141,1
142,1
143,1
144,0
145,1
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
