step,new_exposed
0,14
1,6
2,7
3,9
4,3
5,15
6,19
7,22
8,23
9,52
10,48
11,55
12,83
13,88
14,132
15,144
16,212
17,239
18,236
19,334
20,389
21,420
22,534
23,581
24,653
25,803
26,946
27,1201
28,1281
29,1551
30,1752
31,2082
32,2346
33,2785
34,3121
35,3620
36,4194
37,4805
38,5714
39,6516
40,7140
41,7928
42,9003
43,9228
44,9878
45,10397
46,10388
47,10145
48,9459
49,8599
50,7757
51,6831
52,5651
53,4553
54,3678
55,2843
56,2347
57,1909
58,1550
59,1296
60,1031
61,925
62,740
63,638
64,546
65,482
66,340
67,323
68,251
69,267
70,239
71,173
72,156
73,167
74,137
75,121
76,123
77,99
78,90
79,82
80,60
81,73
82,67
83,61
84,46
85,55
86,36
87,42
88,31
89,32
90,34
91,33
92,20
93,17
94,27
95,24
96,18
97,16
98,14
99,6
100,14
101,11
102,11
103,15
104,5
105,9
106,4
107,9
108,7
109,0
110,4
111,4
112,6
113,1
114,1
115,2
116,1
117,0
118,3
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,1
127,1
128,0
129,1
130,1
131,0
132,0
133,0
134,2
135,0
136,1
137,1
138,2
139,0
140,1
141,0
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
