step,new_exposed
0,18
1,9
2,20
3,15
4,7
5,40
6,31
7,37
8,48
9,62
10,96
11,111
12,132
13,184
14,227
15,256
16,283
17,381
18,393
19,521
20,551
21,644
22,661
23,794
24,995
25,1064
26,1379
27,1520
28,1700
29,2234
30,2388
31,2935
32,3365
33,3937
34,4388
35,5390
36,6059
37,6740
38,7193
39,7983
40,9069
41,9265
42,10026
43,10325
44,9945
45,9783
46,9180
47,8385
48,7382
49,6441
50,5392
51,4411
52,3483
53,2965
54,2249
55,1877
56,1515
57,1233
58,1019
59,889
60,716
61,577
62,512
63,439
64,380
65,321
66,290
67,252
68,227
69,190
70,179
71,153
72,132
73,122
74,109
75,89
76,81
77,77
78,82
79,59
80,52
81,57
82,45
83,44
84,45
85,31
86,25
87,22
88,25
89,29
90,29
91,19
92,19
93,17
94,27
95,6
96,13
97,7
98,17
99,7
100,4
101,7
102,8
103,5
104,12
105,4
106,7
107,6
108,7
109,9
110,6
111,3
112,1
113,3
114,1
115,2
116,2
117,2
118,0
119,2
120,3
121,0
122,1
123,2
124,1
125,4
126,2
127,1
128,0
129,1
130,1
131,3
132,1
133,2
134,1
135,0
136,1
137,0
138,1
139,0
140,0
141,1
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,2
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
