step,new_exposed
0,15
1,3
2,14
3,14
4,16
5,22
6,30
7,35
8,37
9,45
10,71
11,89
12,95
13,88
14,166
15,175
16,231
17,292
18,295
19,381
20,426
21,584
22,620
23,775
24,824
25,1003
26,1065
27,1387
28,1547
29,1769
30,2134
31,2332
32,2670
33,3200
34,3554
35,4014
36,4878
37,5167
38,6068
39,6612
40,7435
41,8290
42,9076
43,9727
44,9758
45,10084
46,10004
47,9664
48,9198
49,8080
50,7086
51,6126
52,5178
53,4029
54,3222
55,2511
56,1993
57,1550
58,1336
59,1158
60,898
61,785
62,684
63,556
64,474
65,404
66,383
67,310
68,254
69,193
70,189
71,176
72,157
73,132
74,123
75,129
76,97
77,104
78,81
79,68
80,66
81,63
82,57
83,64
84,44
85,58
86,53
87,51
88,33
89,29
90,28
91,20
92,20
93,24
94,18
95,23
96,19
97,12
98,16
99,5
100,9
101,14
102,14
103,9
104,6
105,9
106,5
107,4
108,6
109,8
110,3
111,3
112,1
113,0
114,3
115,2
116,0
117,3
118,3
119,1
120,3
121,3
122,2
123,0
124,0
125,1
126,0
127,0
128,0
129,1
130,0
131,1
132,0
133,3
134,0
135,0
136,0
137,1
138,0
139,1
140,0
141,0
142,0
143,1
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,1
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
