step,new_exposed
0,7
1,4
2,4
3,1
4,14
5,5
6,20
7,13
8,17
9,21
10,25
11,41
12,23
13,48
14,92
15,112
16,129
17,165
18,212
19,242
20,283
21,385
22,406
23,458
24,557
25,597
26,650
27,702
28,877
29,857
30,1077
31,1170
32,1410
33,1704
34,1871
35,2378
36,2797
37,3132
38,3666
39,4087
40,4920
41,5625
42,6263
43,7177
44,7787
45,8683
46,9264
47,9729
48,9840
49,9758
50,9980
51,9602
52,8914
53,7779
54,6889
55,5823
56,4752
57,3926
58,2993
59,2509
60,2054
61,1677
62,1272
63,1124
64,908
65,757
66,615
67,587
68,468
69,438
70,389
71,295
72,263
73,213
74,194
75,196
76,165
77,142
78,166
79,122
80,96
81,92
82,103
83,75
84,73
85,63
86,69
87,48
88,47
89,45
90,35
91,35
92,32
93,30
94,28
95,22
96,28
97,25
98,21
99,19
100,24
101,18
102,16
103,9
104,11
105,8
106,8
107,12
108,9
109,6
110,5
111,2
112,4
113,7
114,4
115,5
116,3
117,4
118,3
119,2
120,1
121,3
122,1
123,0
124,1
125,5
126,2
127,1
128,3
129,2
130,1
131,0
132,2
133,0
134,2
135,2
136,0
137,1
138,2
139,1
140,3
141,1
142,0
143,1
144,0
145,0
146,0
147,0
148,1
149,0
150,1
151,0
152,0
153,0
154,1
155,1
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
