step,new_exposed
0,14
1,6
2,4
3,3
4,14
5,20
6,18
7,20
8,33
9,55
10,62
11,115
12,126
13,174
14,195
15,295
16,367
17,562
18,700
19,944
20,1252
21,1624
22,2219
23,2802
24,3488
25,4734
26,5930
27,7419
28,8796
29,10801
30,12713
31,14292
32,15196
33,15627
34,14785
35,14078
36,11907
37,10062
38,7882
39,6182
40,4875
41,3812
42,2945
43,2306
44,1801
45,1393
46,1193
47,892
48,775
49,646
50,481
51,451
52,371
53,312
54,276
55,189
56,181
57,161
58,137
59,104
60,121
61,90
62,88
63,69
64,66
65,50
66,49
67,40
68,43
69,32
70,28
71,39
72,36
73,21
74,25
75,31
76,26
77,19
78,21
79,19
80,20
81,24
82,9
83,15
84,5
85,12
86,12
87,5
88,7
89,12
90,7
91,4
92,8
93,6
94,2
95,3
96,6
97,3
98,2
99,1
100,3
101,0
102,1
103,1
104,3
105,1
106,0
107,1
108,3
109,0
110,0
111,1
112,0
113,0
114,0
115,0
116,0
117,3
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,1
130,1
131,0
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,0
145,1
146,0
147,1
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
