step,new_exposed
0,20
1,15
2,13
3,31
4,35
5,30
6,26
7,47
8,47
9,57
10,104
11,113
12,126
13,176
14,218
15,321
16,328
17,437
18,490
19,549
20,577
21,752
22,776
23,943
24,1141
25,1289
26,1504
27,1712
28,2112
29,2339
30,2696
31,3350
32,3803
33,4320
34,5253
35,5907
36,7012
37,7400
38,8561
39,8922
40,9703
41,10088
42,10381
43,9848
44,10006
45,9317
46,8438
47,7406
48,6391
49,5416
50,4373
51,3586
52,2874
53,2193
54,1749
55,1392
56,1146
57,945
58,818
59,675
60,595
61,543
62,442
63,399
64,322
65,279
66,241
67,228
68,211
69,177
70,169
71,100
72,119
73,112
74,97
75,89
76,83
77,99
78,61
79,68
80,52
81,48
82,44
83,41
84,39
85,28
86,29
87,34
88,29
89,21
90,25
91,22
92,14
93,19
94,15
95,15
96,16
97,14
98,19
99,13
100,4
101,11
102,5
103,5
104,7
105,4
106,4
107,4
108,4
109,3
110,3
111,1
112,2
113,3
114,5
115,1
116,5
117,4
118,0
119,2
120,1
121,0
122,2
123,1
124,0
125,2
126,3
127,1
128,0
129,0
130,0
131,1
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
