step,new_exposed
0,11
1,7
2,8
3,9
4,16
5,18
6,23
7,24
8,23
9,56
10,40
11,58
12,66
13,78
14,116
15,146
16,152
17,239
18,271
19,310
20,393
21,411
22,601
23,685
24,770
25,968
26,1061
27,1269
28,1503
29,1706
30,2069
31,2290
32,2680
33,2987
34,3602
35,4131
36,4489
37,5227
38,5741
39,6526
40,7105
41,7923
42,8609
43,8960
44,9517
45,9598
46,9855
47,9775
48,8961
49,8467
50,7461
51,6640
52,5552
53,4632
54,3659
55,2850
56,2441
57,1914
58,1559
59,1213
60,1028
61,874
62,676
63,591
64,516
65,495
66,405
67,378
68,351
69,256
70,248
71,215
72,179
73,170
74,136
75,131
76,107
77,111
78,86
79,77
80,81
81,54
82,51
83,46
84,50
85,58
86,48
87,28
88,43
89,29
90,29
91,31
92,26
93,28
94,23
95,26
96,21
97,12
98,15
99,19
100,11
101,18
102,8
103,15
104,7
105,4
106,7
107,8
108,10
109,6
110,5
111,8
112,2
113,5
114,9
115,1
116,4
117,7
118,2
119,1
120,4
121,3
122,1
123,2
124,1
125,1
126,1
127,0
128,1
129,1
130,1
131,0
132,2
133,0
134,0
135,0
136,1
137,0
138,0
139,0
140,1
141,0
142,1
143,0
144,1
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
