level,location_id,name,sum,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
7,24237010303,Δημοτική Κοινότητα Καλλιθέας,454,23,20,48,30,25,22,16,35,38,39,37,18,21,27,21,29
8,2423701030301,"Καλλιθέα,η",401,22,13,39,26,23,18,16,32,30,36,32,19,15,25,20,31
8,2423701030302,"Άνω Καλλιθέα,η",56,3,4,6,7,0,3,0,0,5,5,3,0,4,4,3,3
7,24237010304,Δημοτική Κοινότητα Κρήνης Πατρών,676,34,34,45,35,40,38,36,47,49,43,53,49,51,39,35,41
8,2423701030401,"Κρήνη,η",488,30,25,24,26,24,29,28,36,40,30,36,36,40,32,27,28
8,2423701030402,"Άγιος Κωνσταντίνος,ο",182,0,12,18,12,14,11,11,11,9,15,15,10,12,9,5,13
8,2423701030403,"Μονή Ομπλού,η",6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7,24237010305,Δημοτική Κοινότητα Κρυσταλλόβρυσης,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423701030501,"Κρυσταλλόβρυση,η",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237010306,Δημοτική Κοινότητα Πετρωτού,277,17,26,26,15,16,9,9,18,23,25,21,17,9,14,10,17
8,2423701030601,"Μαυρομανδήλα,η",262,17,19,25,14,16,9,12,16,23,26,18,17,9,12,12,16
8,2423701030602,"Αγία Παρασκευή,η",3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
8,2423701030603,"Πετρωτόν,το",17,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3
7,24237010307,Δημοτική Κοινότητα Σαραβαλίου,2301,110,144,186,142,118,114,111,165,208,192,185,142,135,107,108,137
8,2423701030701,"Σαραβάλιον,το",384,17,23,20,26,19,19,12,23,37,29,29,36,23,35,15,25
8,2423701030702,"Άγιος Στέφανος,ο",261,12,11,28,18,8,4,12,18,19,26,19,12,22,17,5,21
8,2423701030703,"Δεμένικα,τα",1413,65,92,120,95,77,74,77,107,131,115,116,82,82,45,62,76
8,2423701030704,"Κεφαλόβρυσον,το",168,6,11,7,6,8,13,7,8,19,14,14,8,6,10,17,11
8,2423701030705,"Μπάκαρι,το",74,3,6,12,3,5,4,3,9,3,8,0,4,3,0,9,5
6,242370104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΡΑΛΙΑΣ,4328,192,262,331,259,190,200,243,312,301,356,328,284,279,272,202,316
7,24237010401,Δημοτική Κοινότητα Παραλίας,2620,116,154,200,146,99,131,157,195,195,212,194,163,186,177,102,184
8,2423701040101,"Παραλία,η",2620,116,154,200,146,99,131,157,195,195,212,194,163,186,177,102,184
7,24237010402,Δημοτική Κοινότητα Μιντιλογλίου,1122,54,74,80,74,55,48,59,87,73,99,85,67,62,64,69,75
8,2423701040201,"Μιντιλόγλιον,το",1017,51,73,74,65,51,42,52,74,69,94,76,56,57,58,64,66
8,2423701040202,"Χαντζηλιάκον,το",108,0,4,9,12,7,3,5,10,7,8,7,8,8,3,8,6
7,24237010403,Δημοτική Κοινότητα Ρογιτίκων,586,23,34,51,39,31,21,27,31,33,45,49,54,30,31,32,57
8,2423701040301,"Ρογίτικα,τα",586,23,34,51,39,31,21,27,31,33,45,49,54,30,31,32,57
6,242370105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΡΙΟΥ,7014,247,364,480,524,489,351,275,359,502,512,542,465,463,421,403,625
7,24237010501,Δημοτική Κοινότητα Ρίου,2645,93,140,165,237,259,176,114,133,182,196,185,147,147,136,119,212
8,2423701050101,"Ρίον,το",2645,93,140,165,237,259,176,114,133,182,196,185,147,147,136,119,212
7,24237010502,Δημοτική Κοινότητα Αγίου Βασιλείου,1408,53,73,105,89,65,52,57,70,104,95,118,104,107,92,84,131
8,2423701050201,"Άγιος Βασίλειος,ο",1408,53,73,105,89,65,52,57,70,104,95,118,104,107,92,84,131
7,24237010503,Δημοτική Κοινότητα Ακταίου,718,26,40,59,52,33,32,25,38,60,58,71,46,45,45,40,50
8,2423701050301,"Ακταίο,το",718,26,40,59,52,33,32,25,38,60,58,71,46,45,45,40,50
7,24237010504,Δημοτική Κοινότητα Άνω Καστριτσίου,380,12,15,30,16,16,20,10,27,29,25,34,25,39,18,21,46
8,2423701050401,"Άνω Καστρίτσιον,το",380,12,15,30,16,16,20,10,27,29,25,34,25,39,18,21,46
7,24237010505,Δημοτική Κοινότητα Αραχοβιτίκων,361,19,19,18,27,20,17,19,11,29,22,26,28,22,29,25,39
8,2423701050501,"Αραχοβίτικα,τα",205,11,15,15,15,13,5,11,8,20,12,17,18,13,11,9,15
8,2423701050502,"Κάτω Αραχοβίτικα,τα",159,5,3,6,10,5,9,5,7,11,13,12,12,11,16,14,21
7,24237010506,Δημοτική Κοινότητα Αργυράς,112,3,3,4,5,9,0,0,10,5,11,7,12,13,3,13,23
8,2423701050601,"Αργυρά,η",112,3,3,4,5,9,0,0,10,5,11,7,12,13,3,13,23
7,24237010507,Δημοτική Κοινότητα Δρεπάνου,240,11,8,19,20,13,5,10,15,12,12,23,13,8,19,13,25
8,2423701050701,"Δρέπανον,το",240,11,8,19,20,13,5,10,15,12,12,23,13,8,19,13,25
7,24237010508,Δημοτική Κοινότητα Κάτω Καστριτσίου,390,6,20,20,30,25,27,18,17,25,25,25,33,31,27,37,30
8,2423701050801,"Κάτω Καστρίτσιον,το",277,6,16,14,20,15,21,14,5,19,17,20,18,24,18,25,22
8,2423701050802,"Μαγούλα,η",110,0,6,3,8,12,9,7,10,4,6,3,13,5,6,15,6
7,24237010509,Δημοτική Κοινότητα Πιτίτσης,9,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0
8,2423701050901,"Πιτίτσα,η",9,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0
7,24237010510,Δημοτική Κοινότητα Πλατανίου,232,9,12,26,18,17,4,6,17,17,14,20,21,5,16,14,15
8,2423701051001,"Πλατάνιον,το",232,9,12,26,18,17,4,6,17,17,14,20,21,5,16,14,15
7,24237010511,Δημοτική Κοινότητα Σελλών,142,6,9,12,5,0,4,4,6,16,10,6,7,10,14,14,21
8,2423701051101,"Σελλά,τα",142,6,9,12,5,0,4,4,6,16,10,6,7,10,14,14,21
7,24237010512,Δημοτική Κοινότητα Ψαθοπύργου,375,10,25,24,19,22,13,22,19,25,35,28,29,38,25,18,33
8,2423701051201,"Ψαθόπυργος,ο",316,10,23,19,17,21,10,18,18,18,35,26,23,29,24,11,25
8,2423701051202,"Κάτω Ροδινή,η",62,0,3,0,4,4,0,0,4,4,3,4,9,12,3,3,6
5,2423702,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ,23056,888,986,1163,1148,1004,1015,1066,1297,1639,1801,1860,1623,1725,1625,1418,2801
6,242370201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΙΓΙΟΥ,12520,531,556,672,627,544,564,633,742,932,996,1032,839,916,849,721,1365
7,24237020101,Δημοτική Κοινότητα Αιγίου,9706,425,409,513,489,434,453,490,584,729,779,800,650,692,659,550,1046
8,2423702010101,"Αίγιον,το",9510,416,407,506,481,425,441,482,574,710,768,785,635,670,644,542,1035
8,2423702010102,"Άγιος Νικόλαος,ο",27,3,0,0,0,0,0,5,3,3,0,3,3,3,3,3,3
8,2423702010103,"Σωτήρ,ο",120,6,3,8,5,7,11,0,8,11,9,7,6,15,11,3,8
8,2423702010104,"Φωνησκαριά,η",46,0,3,4,3,3,4,6,0,3,4,8,4,3,3,5,3
7,24237020102,Δημοτική Κοινότητα Βαλιμιτίκων,218,9,13,17,8,7,5,10,10,23,13,16,15,16,22,18,19
8,2423702010201,"Βαλιμίτικα,τα",218,9,13,17,8,7,5,10,10,23,13,16,15,16,22,18,19
7,24237020103,Δημοτική Κοινότητα Δαφνών,112,5,3,3,4,3,0,5,3,12,11,13,6,12,8,9,15
8,2423702010301,"Δάφναι,αι",108,5,3,3,4,3,0,5,3,9,11,13,6,12,8,9,15
8,2423702010302,"Άγιος Ηλίας,ο",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237020104,Δημοτική Κοινότητα Διγελιωτίκων,200,15,10,10,8,0,6,10,20,10,13,5,10,17,14,18,32
8,2423702010401,"Διγελιώτικα,τα",200,15,10,10,8,0,6,10,20,10,13,5,10,17,14,18,32
7,24237020105,Δημοτική Κοινότητα Κουλούρας,473,18,26,36,28,22,15,28,25,31,36,35,30,33,24,26,48
8,2423702010501,"Κουλούρα,η",473,18,26,36,28,22,15,28,25,31,36,35,30,33,24,26,48
7,24237020106,Δημοτική Κοινότητα Κούμαρη,107,6,5,7,3,5,7,4,8,6,8,8,10,7,4,6,12
8,2423702010601,"Κούμαρης,ο",107,6,5,7,3,5,7,4,8,6,8,8,10,7,4,6,12
7,24237020107,Δημοτική Κοινότητα Κουνινάς,177,4,0,3,5,0,9,8,14,11,10,14,18,15,16,12,21
8,2423702010701,"Κουνινά,η",142,3,0,3,5,0,9,5,15,9,8,12,14,15,17,10,17
8,2423702010702,"Αγία Άννα,η",12,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0
8,2423702010703,"Μονή Πεπελενίτσης,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702010704,"Πελεκίστρα,η",3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
8,2423702010705,"Πετροβούνι,το",17,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,4
7,24237020108,Δημοτική Κοινότητα Μαυρικίου,186,3,3,10,8,4,5,3,10,18,19,13,15,18,17,13,28
8,2423702010801,"Κάτω Μαυρίκιον,το",181,3,3,10,8,4,5,3,10,18,22,13,15,15,13,12,28
8,2423702010802,"Άγιος Ιωάννης,ο",4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
8,2423702010803,"Άνω Μαυρίκιον,το",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7,24237020109,Δημοτική Κοινότητα Μελισσίων,128,6,6,0,0,9,10,5,11,6,9,9,8,7,4,9,28
8,2423702010901,"Μελίσσια,τα",121,6,6,0,0,4,10,5,7,6,7,9,8,7,3,10,26
8,2423702010902,"Λάκκα,η",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
8,2423702010903,"Μονή Παμμεγίστων Ταξιαρχών,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702010904,"Πυργάκιον,το",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237020110,Δημοτική Κοινότητα Παρασκευής,96,3,4,5,8,5,5,6,8,3,7,13,8,5,8,8,9
8,2423702011001,"Παρασκευή,η",96,3,4,5,8,5,5,6,8,3,7,13,8,5,8,8,9
7,24237020111,Δημοτική Κοινότητα Πτέρης,224,6,13,9,10,13,6,21,8,10,16,20,23,22,12,5,28
8,2423702011101,"Πτέρη,η",12,0,0,0,0,0,0,3,4,0,3,0,4,0,0,0,0
8,2423702011102,"Άγιος Ανδρέας,ο",34,0,3,0,4,5,0,3,0,3,0,0,3,9,0,4,6
8,2423702011103,"Άγιος Παντελεήμων,ο",3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
8,2423702011104,"Αχλαδέα,η",72,0,3,0,3,0,3,5,4,3,4,11,9,4,4,0,9
8,2423702011105,"Κάτω Πτέρη,η",65,0,4,5,3,4,0,4,3,3,4,7,9,9,4,0,10
8,2423702011106,"Μπουφούσκια,η",38,0,3,3,0,0,0,5,3,0,4,0,0,3,0,0,5
7,24237020112,Δημοτική Κοινότητα Σελινούντος,258,11,16,15,19,9,11,12,12,24,18,23,14,22,13,17,20
8,2423702011201,"Σελινούς,ο",258,11,16,15,19,9,11,12,12,24,18,23,14,22,13,17,20
7,24237020113,Δημοτική Κοινότητα Τέμενης,609,24,43,37,37,23,25,31,20,45,49,55,32,41,51,31,63
8,2423702011301,"Τέμενη,η",609,24,43,37,37,23,25,31,20,45,49,55,32,41,51,31,63
7,24237020114,Δημοτική Κοινότητα Χατζή,23,0,0,5,0,0,0,0,4,0,3,3,4,3,0,0,0
8,2423702011401,"Χατζής,ο",23,0,0,5,0,0,0,0,4,0,3,3,4,3,0,0,0
6,242370202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΙΓΕΙΡΑΣ,1146,31,34,49,47,54,52,48,56,71,80,95,98,86,101,93,155
7,24237020201,Δημοτική Κοινότητα Αιγείρας,616,24,24,25,22,33,25,23,31,39,45,50,49,48,50,53,72
8,2423702020101,"Αιγείρα,η",616,24,24,25,22,33,25,23,31,39,45,50,49,48,50,53,72
7,24237020202,Δημοτική Κοινότητα Αιγών,139,4,3,6,0,3,10,8,3,8,8,9,7,8,13,10,29
8,2423702020201,"Αιγαί,αι",33,0,0,0,0,0,4,0,0,3,3,0,5,3,6,8,6
8,2423702020202,"Αλμυρός,ο",5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
8,2423702020203,"Λαμπινός,ο",95,3,3,4,0,3,6,8,0,7,8,7,6,4,4,5,21
7,24237020203,Δημοτική Κοινότητα Αμπελοκήπων,113,0,0,11,4,5,3,3,3,9,6,12,15,10,9,6,19
8,2423702020301,"Αμπελόκηποι,οι",91,0,0,11,4,5,3,5,3,4,3,12,16,5,7,0,15
8,2423702020302,"Παλιοκάτωνα,τα",6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3
8,2423702020303,"Πιμπαίϊκα,τα",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,24237020204,Δημοτική Κοινότητα Βελάς,28,0,0,0,3,0,0,0,4,0,3,3,0,3,8,3,0
8,2423702020401,"Βελά,η",28,0,0,0,3,0,0,0,4,0,3,3,0,3,8,3,0
7,24237020205,Δημοτική Κοινότητα Εξοχής,28,0,0,0,3,3,0,0,3,3,6,4,3,0,3,3,0
8,2423702020501,"Εξοχή,η",28,0,0,0,3,3,0,0,3,3,6,4,3,0,3,3,0
7,24237020206,Δημοτική Κοινότητα Μοναστηρίου,45,0,0,0,3,3,3,0,0,5,3,6,4,0,6,3,8
8,2423702020601,"Μοναστήριον,το",45,0,0,0,3,3,3,0,0,5,3,6,4,0,6,3,8
7,24237020207,Δημοτική Κοινότητα Οάσεως,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
8,2423702020701,"Όασις,η",20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
7,24237020208,Δημοτική Κοινότητα Περιθωρίου,14,0,0,0,0,5,0,0,3,0,0,0,0,3,0,4,3
8,2423702020801,"Περιθώριον,το",14,0,0,0,0,5,0,0,3,0,0,0,0,3,0,4,3
7,24237020209,Δημοτική Κοινότητα Σελιάνας,35,0,0,0,0,0,0,3,3,0,3,3,3,4,3,3,9
8,2423702020901,"Σελιάνα,η",35,0,0,0,0,0,0,3,3,0,3,3,3,4,3,3,9
7,24237020210,Δημοτική Κοινότητα Σινεβρού,15,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,4
8,2423702021001,"Σινεβρόν,το",15,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,4
7,24237020211,Δημοτική Κοινότητα Χρυσανθίου,94,3,3,8,3,5,4,4,4,5,5,11,6,11,6,4,14
8,2423702021101,"Χρυσάνθιον,το",91,3,3,8,3,5,3,6,4,5,5,11,6,11,6,4,12
8,2423702021102,"Κασάνεβα,η",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,242370203,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΚΡΑΤΑΣ,2148,70,85,96,108,102,106,81,116,154,132,167,149,158,154,158,312
7,24237020301,Δημοτική Κοινότητα Ακράτας,690,21,25,35,23,32,32,34,48,58,39,57,40,57,43,50,99
8,2423702030101,"Ακράτα,η",667,20,25,36,23,28,32,29,48,56,35,56,40,54,38,44,93
8,2423702030102,"Πύργος,ο",3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
8,2423702030103,"Φούρνοι,οι",20,3,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4
7,24237020302,Δημοτική Κοινότητα Αγίας Βαρβάρας,67,0,8,5,3,3,8,0,3,5,5,3,0,3,6,6,8
8,2423702030201,"Αγία Βαρβάρα,η",56,0,8,5,3,3,3,0,0,4,4,3,0,3,5,3,8
8,2423702030202,"Βουνάκιον,το",9,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0
7,24237020303,Δημοτική Κοινότητα Αμπέλου,108,3,4,0,5,7,3,4,4,3,4,9,5,11,12,8,20
8,2423702030301,"Άμπελος,η",108,3,4,0,5,7,3,4,4,3,4,9,5,11,12,8,20
7,24237020304,Δημοτική Κοινότητα Βαλιμής,21,0,0,0,0,0,0,5,3,3,4,4,0,0,0,0,4
8,2423702030401,"Βαλιμή,η",21,0,0,0,0,0,0,5,3,3,4,4,0,0,0,0,4
7,24237020305,Δημοτική Κοινότητα Βουτσίμου,24,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
8,2423702030501,"Βούτσιμος,ο",24,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5
7,24237020306,Δημοτική Κοινότητα Ζαρούχλης,50,0,0,0,0,4,3,4,7,3,4,3,5,8,3,3,14
8,2423702030601,"Ζαρούχλα,η",50,0,0,0,0,4,3,4,7,3,4,3,5,8,3,3,14
7,24237020307,Δημοτική Κοινότητα Καλαμιά,133,4,5,7,3,12,8,4,3,6,5,12,15,10,13,16,24
8,2423702030701,"Κάτω Ποταμιά,η",4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
8,2423702030702,"Καλαμιάς,ο",107,0,5,7,3,8,9,3,0,7,0,12,10,5,9,9,20
8,2423702030703,"Ποταμίτικος Γιαλός,ο",22,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8
7,24237020308,Δημοτική Κοινότητα Κραθίου,304,12,22,15,29,17,9,6,23,21,16,22,21,18,18,16,30
8,2423702030801,"Κράθιον,το",233,6,15,9,22,12,10,6,17,17,13,16,14,14,10,9,29
8,2423702030802,"Γκουμαίικα,τα",67,9,4,3,4,3,0,3,4,7,0,4,3,6,5,5,4
7,24237020309,Δημοτική Κοινότητα Μεσορρουγίου,13,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,8
8,2423702030901,"Μεσορρούγιον,το",10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4
8,2423702030902,"Άνω Μεσορρούγι,το",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702030903,"Σόλος,ο",5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4
7,24237020310,Δημοτική Κοινότητα Παραλίας Πλατάνου,107,3,0,3,11,6,6,3,0,5,6,10,9,7,9,10,22
8,2423702031001,"Παραλία Πλατάνου,η",107,3,0,3,11,6,6,3,0,5,6,10,9,7,9,10,22
7,24237020311,Δημοτική Κοινότητα Περιστέρας,34,0,0,5,0,3,3,0,4,3,0,6,3,0,0,3,5
8,2423702031101,"Περιστέρα,η",26,0,0,0,0,3,0,0,4,3,0,6,4,0,0,3,0
8,2423702031102,"Αγρίδιον,το",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702031103,"Χαλκιάνικα,τα",7,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
7,24237020312,Δημοτική Κοινότητα Πλατάνου,87,0,4,3,5,4,3,3,3,0,7,7,7,5,13,8,17
8,2423702031201,"Πλάτανος,ο",87,0,4,3,5,4,3,3,3,0,7,7,7,5,11,8,18
8,2423702031202,"Άνω Ποταμιά,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702031203,"Κορινθιακό Μπαλκόνι,το",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702031204,"Τσιβλός,ο",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237020313,Δημοτική Κοινότητα Ποροβίτσης,46,0,0,0,4,0,0,0,5,12,0,0,3,3,7,7,6
8,2423702031301,"Παραλία Ποροβίτσης,η",41,0,0,0,4,0,0,0,5,12,0,0,3,3,7,7,4
8,2423702031302,"Ποροβίτσα,η",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237020314,Δημοτική Κοινότητα Συλιβαινιώτικων,466,20,18,20,27,18,31,21,25,36,40,31,30,32,33,40,53
8,2423702031401,"Συλιβαινιώτικα,τα",466,20,18,20,27,18,31,21,25,36,40,31,30,32,33,40,53
6,242370204,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΙΑΚΟΠΤΟΥ,2795,74,110,123,142,118,90,101,153,183,236,217,215,233,197,185,418
7,24237020401,Δημοτική Κοινότητα Διακοπτού,974,33,51,48,56,36,29,32,50,74,73,82,66,76,70,62,144
8,2423702040101,"Διακοπτόν,το",938,31,46,46,57,36,30,28,44,69,73,82,62,71,66,53,139
8,2423702040102,"Καλυβίτης,ο",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8,2423702040103,"Κερνίτσα,η",11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
8,2423702040104,"Λόφος,ο",23,0,3,0,0,0,3,0,4,0,3,0,0,4,3,3,4
7,24237020402,Δημοτική Κοινότητα Άνω Διακοπτού,74,4,0,3,3,3,3,3,0,5,7,6,12,5,8,9,10
8,2423702040201,"Άνω Διακοπτόν,το",62,4,0,3,3,3,3,3,0,5,6,6,10,5,3,5,10
8,2423702040202,"Πούντα,η",9,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0
7,24237020403,Δημοτική Κοινότητα Ελαιώνος,340,6,4,14,9,14,9,14,20,20,28,20,30,33,28,28,59
8,2423702040301,"Ελαιών,ο",285,6,3,14,9,12,9,11,16,24,21,18,27,33,24,21,43
8,2423702040302,"Μετόχιον,το",4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8,2423702040303,"Τερψιθέα,η",51,3,4,0,0,4,3,6,0,0,3,4,0,3,3,5,12
7,24237020404,Δημοτική Κοινότητα Ελίκης,242,0,7,12,13,12,9,8,16,12,25,20,18,23,28,15,31
8,2423702040401,"Ελίκη,η",236,0,7,12,10,8,9,8,12,12,25,20,18,18,28,15,29
8,2423702040402,"Καλαντέρι,το",8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
7,24237020405,Δημοτική Κοινότητα Ζαχλωριτίκων,169,0,9,7,13,11,6,9,9,12,18,4,14,8,18,8,27
8,2423702040501,"Ζαχλωρίτικα,τα",169,0,9,7,13,11,6,9,9,12,18,4,14,8,18,8,27
7,24237020406,Δημοτική Κοινότητα Καθολικού,24,0,0,0,0,0,0,0,3,3,4,0,0,3,3,0,7
8,2423702040601,"Καθολικόν,το",24,0,0,0,0,0,0,0,3,3,4,0,0,3,3,0,7
7,24237020407,Δημοτική Κοινότητα Κερυνείας,158,7,3,4,8,16,6,6,12,9,15,18,15,16,10,5,19
8,2423702040701,"Κερύνεια,η",39,0,0,6,0,8,4,4,3,0,3,3,6,3,0,3,8
8,2423702040702,"Νέα Κερύνεια,η",122,6,3,0,4,11,5,5,6,7,9,13,11,11,8,5,15
7,24237020408,Δημοτική Κοινότητα Μαμουσιάς,106,4,7,5,5,4,8,3,3,6,16,11,4,7,7,4,12
8,2423702040801,"Μαμουσιά,η",74,0,3,5,4,4,7,3,3,5,6,8,4,0,7,4,5
8,2423702040802,"Δερβένιον,το",35,4,3,0,3,3,3,0,3,4,6,5,3,3,0,3,5
7,24237020409,Δημοτική Κοινότητα Νικολαιίκων,187,4,4,8,5,9,4,7,18,8,18,11,22,14,4,13,25
8,2423702040901,"Νικολαίικα,τα",187,4,4,8,5,9,4,7,18,8,18,11,22,14,4,13,25
7,24237020410,Δημοτική Κοινότητα Ριζομύλου,186,3,3,9,5,5,3,4,12,11,16,15,19,18,10,13,29
8,2423702041001,"Ριζόμυλος,ο",186,3,3,9,5,5,3,4,12,11,16,15,19,18,10,13,29
7,24237020411,Δημοτική Κοινότητα Ροδιάς,215,10,11,13,9,4,3,15,13,11,16,15,13,19,13,24,34
8,2423702041101,"Ροδιά,η",215,10,11,13,9,4,3,15,13,11,16,15,13,19,13,24,34
7,24237020412,Δημοτική Κοινότητα Τραπέζης,122,4,3,6,9,0,4,6,6,7,8,6,13,11,8,6,27
8,2423702041201,"Τράπεζα,η",106,3,4,6,9,0,4,4,5,10,8,6,9,10,5,6,25
8,2423702041202,"Παραλία Τραπέζης,η",17,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
6,242370205,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΡΙΝΕΟΥ,1470,47,62,73,67,66,72,71,68,94,111,107,127,110,116,86,198
7,24237020501,Δημοτική Κοινότητα Ζήριας,402,6,20,14,20,15,19,17,16,27,27,29,31,39,28,26,64
8,2423702050101,"Ζήρια,η",275,5,15,11,17,13,11,13,9,22,17,24,24,30,22,12,37
8,2423702050102,"Άνω Ζήρια,η",4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,2423702050103,"Λαμπίριον,το",94,0,8,0,3,5,3,3,5,5,11,12,5,3,4,13,14
8,2423702050104,"Σαρκουνάς,ο",32,0,0,3,3,0,4,0,3,3,0,0,3,3,3,0,6
7,24237020502,Δημοτική Κοινότητα Αρραβωνίτσης,70,3,0,0,0,3,0,4,0,3,8,7,9,4,7,3,11
8,2423702050201,"Αρραβωνίτσα,η",61,3,0,4,0,3,0,3,0,3,8,7,6,3,7,3,12
8,2423702050202,"Συνανιά,τα",7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
7,24237020503,Δημοτική Κοινότητα Δαμακινίου,39,0,5,3,6,0,3,4,0,0,3,5,6,3,4,0,7
8,2423702050301,"Δαμακίνιον,το",39,0,5,3,6,0,3,4,0,0,3,5,6,3,4,0,7
8,2423702050302,"Βουνόπυργος,ο",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237020504,Δημοτική Κοινότητα Καμάρων,653,27,23,37,32,36,39,32,33,45,48,41,55,50,51,35,65
8,2423702050401,"Καμάραι,αι",594,23,22,36,32,36,32,27,32,40,48,40,54,43,43,33,60
8,2423702050402,"Μπούκα,η",34,0,4,4,0,0,3,3,0,6,3,3,4,4,3,3,5
8,2423702050403,"Πεύκα,τα",18,3,0,0,0,0,4,4,3,4,4,3,0,3,0,0,0
7,24237020505,Δημοτική Κοινότητα Νέου Ερινεού,135,0,7,7,5,4,6,5,5,7,14,10,8,9,15,8,18
8,2423702050501,"Νέος Ερινεός,ο",135,0,7,7,5,4,6,5,5,7,14,10,8,9,15,8,18
7,24237020506,Δημοτική Κοινότητα Σαλμενίκου,170,11,8,9,0,4,8,12,7,8,14,12,15,8,9,11,30
8,2423702050601,"Κάτω Σαλμενίκον,το",101,9,7,0,0,3,3,8,5,7,6,5,7,5,3,5,21
8,2423702050602,"Άνω Σαλμενίκον,το",13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
8,2423702050603,"Βοτένη,η",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702050604,"Μονή Αγίας Ελεούσης,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423702050605,"Νέο Σαλμενίκον,το",57,0,5,3,4,3,5,3,0,0,6,7,6,3,3,4,4
6,242370206,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΥΜΠΟΛΙΤΕΙΑΣ,2986,132,141,148,160,124,139,134,165,214,254,246,197,216,206,173,347
