level,location_id,name,sum,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
7,24237050302,Δημοτική Κοινότητα Αγίου Νικολάου,77,0,0,3,0,4,5,11,7,0,3,0,6,10,10,0,15
8,2423705030201,"Άγιος Νικόλαος,ο",77,0,0,3,0,4,5,11,7,0,3,0,6,10,10,0,15
7,24237050303,Δημοτική Κοινότητα Άνω Κλειτορίας,39,0,3,3,0,0,0,0,0,3,0,0,4,3,4,7,10
8,2423705030301,"Άνω Κλειτορία,η",39,0,3,3,0,0,0,0,0,3,0,0,4,3,4,7,10
7,24237050304,Δημοτική Κοινότητα Άρμπουνα,35,0,0,0,0,3,0,5,5,0,0,3,3,0,10,0,13
8,2423705030401,"Άρμπουνας,ο",35,0,0,0,0,3,0,5,5,0,0,3,3,0,10,0,13
7,24237050305,Δημοτική Κοινότητα Γλάστρας,56,3,4,0,3,0,3,0,6,7,8,0,5,4,4,3,14
8,2423705030501,"Άγιος Βλάσιος,ο",43,3,0,0,0,0,5,0,4,0,0,0,5,0,4,3,11
8,2423705030502,"Γλάστρα,η",10,3,0,0,0,0,0,0,0,4,3,0,0,3,0,0,5
7,24237050306,Δημοτική Κοινότητα Δρυμού,72,4,0,0,0,4,3,0,3,4,0,4,3,11,6,7,14
8,2423705030601,"Δρυμός,ο",40,0,0,0,0,0,3,0,0,0,0,5,0,11,9,10,10
8,2423705030602,"Κάτω Δρυμός,ο",29,4,0,0,0,4,3,0,3,3,0,0,4,3,0,0,7
7,24237050307,Δημοτική Κοινότητα Καστελλίου,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13
8,2423705030701,"Καστέλλιον,το",19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13
7,24237050308,Δημοτική Κοινότητα Καστρίων,81,3,5,0,0,0,3,5,0,4,4,4,9,9,7,8,15
8,2423705030801,"Καστρία,τα",81,3,5,0,0,0,3,5,0,4,4,4,9,9,7,8,15
7,24237050309,Δημοτική Κοινότητα Κλείτορος,46,3,0,0,0,0,0,4,3,0,3,4,0,4,3,3,19
8,2423705030901,"Κλείτωρ,ο",46,3,0,0,0,0,0,4,3,0,3,4,0,4,3,3,19
7,24237050310,Δημοτική Κοινότητα Κρινοφύτων,113,3,4,4,0,8,11,0,8,4,11,8,11,7,7,12,24
8,2423705031001,"Κρινόφυτα,τα",113,3,4,4,0,8,11,0,8,4,11,8,11,7,7,12,24
7,24237050311,Δημοτική Κοινότητα Λευκασίου,82,3,0,4,3,5,3,3,3,8,6,0,4,9,9,10,18
8,2423705031101,"Λευκάσιον,το",82,3,0,4,3,5,3,3,3,8,6,0,4,9,9,10,18
7,24237050312,Δημοτική Κοινότητα Λυκουρίας,311,11,12,9,9,18,21,12,19,9,15,25,34,26,23,19,56
8,2423705031201,"Λυκουρία,η",304,11,12,9,9,18,23,12,19,9,15,25,32,23,23,19,58
8,2423705031202,"Κερασιά,η",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
7,24237050313,Δημοτική Κοινότητα Παγκρατίου,94,0,0,0,9,0,3,6,0,3,0,6,8,6,14,9,36
8,2423705031301,"Παγκράτιον,το",57,0,0,0,5,0,3,6,0,3,3,4,4,3,10,0,25
8,2423705031302,"Παγκραταίικα Καλύβια,τα",22,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3
8,2423705031303,"Σελλά,τα",6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
8,2423705031304,"Στενόν,το",8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0
7,24237050314,Δημοτική Κοινότητα Πλανητέρου,149,3,3,7,9,3,4,4,7,8,10,9,10,18,15,16,23
8,2423705031401,"Πλανητέρον,το",149,3,3,7,9,3,4,4,7,8,10,9,10,18,15,16,23
7,24237050315,Δημοτική Κοινότητα Τουρλάδας,37,0,0,0,0,0,0,0,4,0,0,0,0,8,7,6,12
8,2423705031501,"Τουρλάδα,η",37,0,0,0,0,0,0,0,4,0,0,0,0,8,7,6,12
7,24237050316,Δημοτική Κοινότητα Φιλίων,154,6,5,3,0,0,3,3,5,4,4,12,10,15,15,15,54
8,2423705031601,"Φίλια,τα",98,0,0,0,0,0,4,3,4,3,0,6,7,10,6,13,37
8,2423705031602,"Άγιοι Θεόδωροι,οι",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8,2423705031603,"Ζευγολατιόν,το",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
8,2423705031604,"Καλύβια,τα",46,3,3,3,0,0,3,0,0,4,0,6,3,9,3,4,13
8,2423705031605,"Μονή Αγίου Αθανασίου,η",4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
6,242370504,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΪΩΝ,998,25,27,31,30,41,30,47,46,39,52,50,71,80,93,75,266
7,24237050401,Δημοτική Κοινότητα Δάφνης,487,9,13,14,9,12,17,24,22,17,21,27,32,45,52,40,123
8,2423705040101,"Δάφνη,η",487,9,13,14,9,12,17,24,22,17,21,27,32,45,52,40,123
7,24237050402,Δημοτική Κοινότητα Αμυγδαλέας,39,3,0,3,0,0,0,3,3,0,0,3,0,4,3,4,16
8,2423705040201,"Αμυγδαλέα,η",39,3,0,3,0,0,0,3,3,0,0,3,0,4,3,4,16
7,24237050403,Δημοτική Κοινότητα Νασίων,19,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,7
8,2423705040301,"Νάσια,τα",19,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,7
7,24237050404,Δημοτική Κοινότητα Πάου,255,8,9,12,14,22,9,11,9,13,15,15,15,20,15,11,55
8,2423705040401,"Πάος,ο",10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
8,2423705040402,"Βεσίνιον,το",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,2423705040403,"Δεχουναίικα,τα",10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
8,2423705040404,"Παλαιός Πάος,ο",211,4,9,8,16,21,9,6,9,8,16,15,13,18,12,8,38
8,2423705040405,"Ποταμιά,η",16,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,5
7,24237050405,Δημοτική Κοινότητα Πεύκου,48,4,0,0,0,0,0,0,4,0,0,4,0,3,3,7,24
8,2423705040501,"Πεύκον,το",48,4,0,0,0,0,0,0,4,0,0,4,0,3,3,7,24
7,24237050406,Δημοτική Κοινότητα Σκοτάνης,87,0,0,0,4,3,3,7,12,9,0,3,9,3,9,7,14
8,2423705040601,"Σκοτάνη,η",35,0,0,0,0,0,0,3,3,3,0,0,6,0,3,5,11
8,2423705040602,"Άγιος Γεώργιος,ο",48,0,0,0,4,3,3,0,6,4,0,3,6,3,3,0,6
7,24237050407,Δημοτική Κοινότητα Χόβολης,70,0,0,0,0,3,0,3,3,0,5,0,7,7,3,8,27
8,2423705040701,"Κάτω Χόβολη,η",70,0,0,0,0,3,0,3,3,0,5,0,7,7,3,8,27
8,2423705040702,"Άνω Χόβολη,η",3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
